"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"330","ENSMUSG00000095267",20611,"Ssty1","protein_coding","Y",18089116,18091556
"331","ENSMUSG00000095267",100042337,"Ssty1","protein_coding","Y",18089116,18091556
"332","ENSMUSG00000095927",NA,"Gm21822","protein_coding","Y",18654482,18655024
"333","ENSMUSG00000103371",102638610,"Gm35134","protein_coding","Y",19113007,19139093
"334","ENSMUSG00000102668",NA,"Gm29866","protein_coding","Y",20967477,20993657
"335","ENSMUSG00000094294",100041284,"Gm20909","protein_coding","Y",21164570,21166905
"336","ENSMUSG00000094294",100862371,"Gm20909","protein_coding","Y",21164570,21166905
"337","ENSMUSG00000094294",108168554,"Gm20909","protein_coding","Y",21164570,21166905
"338","ENSMUSG00000094294",108168629,"Gm20909","protein_coding","Y",21164570,21166905
"339","ENSMUSG00000093848",100041223,"Gm20865","protein_coding","Y",21241575,21243910
"340","ENSMUSG00000053211",22767,"Zfy1","protein_coding","Y",725128,797409
"341","ENSMUSG00000069053",22202,"Uba1y","protein_coding","Y",818649,844224
"342","ENSMUSG00000056673",20592,"Kdm5d","protein_coding","Y",897788,956786
"343","ENSMUSG00000069049",26908,"Eif2s3y","protein_coding","Y",1010543,1028847
"344","ENSMUSG00000068457",22290,"Uty","protein_coding","Y",1096861,1245759
"345","ENSMUSG00000069045",26900,"Ddx3y","protein_coding","Y",1260771,1286629
"346","ENSMUSG00000069044",107868,"Usp9y","protein_coding","Y",1298961,1459782
"347","ENSMUSG00000000103",22768,"Zfy2","protein_coding","Y",2106015,2170409
"348","ENSMUSG00000094881",547210,"H2al2c","protein_coding","Y",2599099,2599434
"349","ENSMUSG00000069036",21674,"Sry","protein_coding","Y",2662471,2663658
"350","ENSMUSG00000095573",100042840,"H2al2b","protein_coding","Y",2720339,2720674
"351","ENSMUSG00000102053",100042849,"Gm4064","protein_coding","Y",2785165,2796205
"352","ENSMUSG00000094658",19657,"Rbmy","protein_coding","Y",2830680,2841854
"353","ENSMUSG00000095852",100042874,"Gm10256","protein_coding","Y",2830699,2873492
"354","ENSMUSG00000091987",100042881,"Gm10352","protein_coding","Y",2900989,2912206
"355","ENSMUSG00000047161",71367,"Chst9","protein_coding","18",15584981,15893214
"356","ENSMUSG00000024304",12558,"Cdh2","protein_coding","18",16721934,16942303
"357","ENSMUSG00000048799",225523,"Cep120","protein_coding","18",53814795,53877680
"358","ENSMUSG00000073563",70425,"Csnk1g3","protein_coding","18",53995194,54088620
"359","ENSMUSG00000059898",13507,"Dsc3","protein_coding","18",20093987,20135408
"360","ENSMUSG00000052713",269023,"Zfp608","protein_coding","18",55021120,55125627
"361","ENSMUSG00000001700",107022,"Gramd3","protein_coding","18",56533409,56636864
"362","ENSMUSG00000024331",13506,"Dsc2","protein_coding","18",20163690,20192611
"363","ENSMUSG00000044322",13505,"Dsc1","protein_coding","18",20217241,20247928
"364","ENSMUSG00000034774",211924,"Dsg1c","protein_coding","18",20380397,20418088
"365","ENSMUSG00000069441",13510,"Dsg1a","protein_coding","18",20443868,20476407
"366","ENSMUSG00000061928",225256,"Dsg1b","protein_coding","18",20509786,20543253
"367","ENSMUSG00000053644",110695,"Aldh7a1","protein_coding","18",56642759,56706023
"368","ENSMUSG00000001804",16769,"Dsg4","protein_coding","18",20569232,20604878
"369","ENSMUSG00000008301",56698,"Phax","protein_coding","18",56695515,56720784
"370","ENSMUSG00000032900",67343,"Tex43","protein_coding","18",56721422,56727854
"371","ENSMUSG00000024590",16906,"Lmnb1","protein_coding","18",56840885,56886496
"372","ENSMUSG00000032656",320253,"Marchf3","protein_coding","18",56894788,57058620
"373","ENSMUSG00000056632",13512,"Dsg3","protein_coding","18",20643331,20680516
"374","ENSMUSG00000024592",77422,"C330018D20Rik","protein_coding","18",57088905,57108440
"375","ENSMUSG00000091039",622935,"Krtap20-2","protein_coding","16",89002749,89003282
"376","ENSMUSG00000058368",170656,"Krtap21-1","protein_coding","16",89200106,89200756
"377","ENSMUSG00000062433",16701,"Krtap6-2","protein_coding","16",89216214,89216999
"378","ENSMUSG00000065968",74482,"Ifitm7","protein_coding","16",13799563,13804752
"379","ENSMUSG00000044393",13511,"Dsg2","protein_coding","18",20691131,20737578
"380","ENSMUSG00000059632",16703,"Krtap8-1","protein_coding","16",89284267,89284840
"381","ENSMUSG00000056706",71363,"Krtap7-1","protein_coding","16",89304591,89305211
"382","ENSMUSG00000091212",16693,"Krtap11-1","protein_coding","16",89367064,89368071
"383","ENSMUSG00000044117",67254,"Bmerb1","protein_coding","16",13804468,13919364
"384","ENSMUSG00000022827",67657,"Rabl3","protein_coding","16",37360247,37392747
"385","ENSMUSG00000061808",22139,"Ttr","protein_coding","18",20798337,20807378
"386","ENSMUSG00000056124",56386,"B4galt6","protein_coding","18",20817656,20879461
"387","ENSMUSG00000022821",15233,"Hgd","protein_coding","16",37400515,37452382
"388","ENSMUSG00000024593",70417,"Megf10","protein_coding","18",57266162,57430539
"389","ENSMUSG00000022820",68194,"Ndufb4","protein_coding","16",37467532,37474815
"390","ENSMUSG00000022820",100041273,"Ndufb4","protein_coding","16",37467532,37474815
"391","ENSMUSG00000022820",100042503,"Ndufb4","protein_coding","16",37467532,37474815
"392","ENSMUSG00000060657",223989,"Marf1","protein_coding","16",13927037,13981215
"393","ENSMUSG00000024594",73137,"Prrc1","protein_coding","18",57487813,57526028
"394","ENSMUSG00000069372",629147,"Ctxn3","protein_coding","18",57601588,57611205
"395","ENSMUSG00000022816",14314,"Fstl1","protein_coding","16",37597235,37656876
"396","ENSMUSG00000033382",75964,"Trappc8","protein_coding","18",20950280,21029150
"397","ENSMUSG00000108763",102639802,"Gm36028","protein_coding","16",37671275,37681508
"398","ENSMUSG00000034158",320184,"Lrrc58","protein_coding","16",37688751,37709220
"399","ENSMUSG00000046961",239845,"Gpr156","protein_coding","16",37736858,37827892
"400","ENSMUSG00000022812",56637,"Gsk3b","protein_coding","16",37909363,38066446
"401","ENSMUSG00000058925",75444,"Ccdc192","protein_coding","18",57666852,57864137
"402","ENSMUSG00000033107",67664,"Rnf125","protein_coding","18",21077682,21116919
"403","ENSMUSG00000022809",18171,"Nr1i2","protein_coding","16",38068685,38115186
"404","ENSMUSG00000024597",20496,"Slc12a2","protein_coding","18",58011750,58079893
"405","ENSMUSG00000022678",67203,"Nde1","protein_coding","16",13981139,14010792
"406","ENSMUSG00000024317",56515,"Rnf138","protein_coding","18",21134398,21161281
"407","ENSMUSG00000024313",17288,"Mep1b","protein_coding","18",21194980,21233256
"408","ENSMUSG00000002489",21844,"Tiam1","protein_coding","16",89583999,89940657
"409","ENSMUSG00000042680",381126,"Garem1","protein_coding","18",21260258,21433195
"410","ENSMUSG00000024598",14119,"Fbn2","protein_coding","18",58141695,58343559
"411","ENSMUSG00000042514",225266,"Klhl14","protein_coding","18",21683434,21787775
"412","ENSMUSG00000022805",320214,"Cfap91","protein_coding","16",38118116,38162505
"413","ENSMUSG00000024600",225579,"Slc27a6","protein_coding","18",58689329,58745845
"414","ENSMUSG00000024601",66307,"Isoc1","protein_coding","18",58792538,58813440
"415","ENSMUSG00000046516",12856,"Cox17","protein_coding","16",38167353,38173125
"416","ENSMUSG00000053441",240322,"Adamts19","protein_coding","18",58969739,59187132
"417","ENSMUSG00000095464",NA,"Gm21987","protein_coding","16",38167402,38182659
"418","ENSMUSG00000022982",20655,"Sod1","protein_coding","16",90017642,90023217
"419","ENSMUSG00000022803",64082,"Popdc2","protein_coding","16",38182571,38198578
"420","ENSMUSG00000033863",16601,"Klf9","protein_coding","19",23118590,23145498
"421","ENSMUSG00000006456",56275,"Rbm14","protein_coding","19",4850597,4861662
"422","ENSMUSG00000002847",85031,"Pla1a","protein_coding","16",38216479,38253507
"423","ENSMUSG00000024306",70950,"Ccdc178","protein_coding","18",21943950,22304499
"424","ENSMUSG00000025075",226243,"Habp2","protein_coding","19",56275569,56309254
"425","ENSMUSG00000002844",11544,"Adprh","protein_coding","16",38264392,38273065
"426","ENSMUSG00000075122",12519,"Cd80","protein_coding","16",38275923,38316697
"427","ENSMUSG00000002846",76916,"Timmdc1","protein_coding","16",38318709,38343025
"428","ENSMUSG00000034064",224143,"Poglut1","protein_coding","16",38345499,38370620
"429","ENSMUSG00000050875",225583,"Minar2","protein_coding","18",59195320,59210034
"430","ENSMUSG00000022983",224432,"Scaf4","protein_coding","16",90022568,90081391
"431","ENSMUSG00000034108",12460,"Ccs","protein_coding","19",4875394,4889360
"432","ENSMUSG00000058152",78923,"Chsy3","protein_coding","18",59308473,59669071
"433","ENSMUSG00000073555",240327,"Gm4951","protein_coding","18",60345152,60380892
"434","ENSMUSG00000068606",225594,"Gm4841","protein_coding","18",60401377,60406344
"435","ENSMUSG00000090942",240328,"F830016B08Rik","protein_coding","18",60426452,60436088
"436","ENSMUSG00000045215",211961,"Asxl3","protein_coding","18",22477303,22663284
"437","ENSMUSG00000067872",399599,"Ccdc87","protein_coding","19",4889394,4892556
"438","ENSMUSG00000020607",105005,"Lratd1","protein_coding","12",14196831,14202055
"439","ENSMUSG00000083282",56464,"Ctsf","protein_coding","19",4905158,4910946
"440","ENSMUSG00000054072",60440,"Iigp1","protein_coding","18",60509099,60525706
"441","ENSMUSG00000053414",26559,"Hunk","protein_coding","16",90182901,90296441
"442","ENSMUSG00000038059",106878,"Smim3","protein_coding","18",60607263,60635059
"443","ENSMUSG00000024603",67665,"Dctn4","protein_coding","18",60659257,60691838
"444","ENSMUSG00000020601",217410,"Trib2","protein_coding","12",15841728,15866923
"445","ENSMUSG00000006457",11474,"Actn3","protein_coding","19",4911244,4927937
"446","ENSMUSG00000035181",320487,"Heatr5a","protein_coding","12",51922654,52018104
"447","ENSMUSG00000022978",66578,"Mis18a","protein_coding","16",90516200,90524292
"448","ENSMUSG00000024943",226026,"Smc5","protein_coding","19",23183815,23251261
"449","ENSMUSG00000039956",77037,"Mrap","protein_coding","16",90535095,90546673
"450","ENSMUSG00000002845",67846,"Tmem39a","protein_coding","16",38379060,38412524
"451","ENSMUSG00000041923",319211,"Nol4","protein_coding","18",22826238,23174710
"452","ENSMUSG00000020956",328092,"Dtd2","protein_coding","12",52035095,52053284
"453","ENSMUSG00000024604",66810,"Rbm22","protein_coding","18",60693808,60705882
"454","ENSMUSG00000035148",14762,"Gpr33","protein_coding","12",52069786,52074846
"455","ENSMUSG00000071235",432677,"Vrtn","protein_coding","12",84687793,84698229
"456","ENSMUSG00000039929",207932,"Urb1","protein_coding","16",90548415,90607301
"457","ENSMUSG00000049173",170947,"Myoz3","protein_coding","18",60706822,60724860
"458","ENSMUSG00000006463",70605,"Zdhhc24","protein_coding","19",4928696,4935425
"459","ENSMUSG00000043079",104027,"Synpo","protein_coding","18",60727045,60793214
"460","ENSMUSG00000033207",71738,"Mamdc2","protein_coding","19",23279973,23425806
"461","ENSMUSG00000054008",15531,"Ndst1","protein_coding","18",60817566,60881722
"462","ENSMUSG00000071234",627191,"Syndig1l","protein_coding","12",84724051,84745605
"463","ENSMUSG00000033053",67483,"Cfap95","protein_coding","19",23536117,23630176
"464","ENSMUSG00000018830",17880,"Myh11","protein_coding","16",14012399,14109236
"465","ENSMUSG00000035142",76826,"Nubpl","protein_coding","12",52144520,52359527
"466","ENSMUSG00000024608",20044,"Rps14","protein_coding","18",60880170,60911618
"467","ENSMUSG00000074925",72351,"Ptar1","protein_coding","19",23664793,23709032
"468","ENSMUSG00000021242",67963,"Npc2","protein_coding","12",84801336,84819926
"469","ENSMUSG00000006464",52028,"Bbs1","protein_coding","19",4936906,4956656
"470","ENSMUSG00000024302",13527,"Dtna","protein_coding","18",23548192,23792772
"471","ENSMUSG00000021241",74316,"Isca2","protein_coding","12",84820025,84821862
"472","ENSMUSG00000035133",11855,"Arhgap5","protein_coding","12",52550755,52618758
"473","ENSMUSG00000024897",319924,"Apba1","protein_coding","19",23736251,23926960
"474","ENSMUSG00000061603",238161,"Akap6","protein_coding","12",52746166,53202382
"475","ENSMUSG00000071604",381217,"Fam189a2","protein_coding","19",23950114,24008383
"476","ENSMUSG00000021010",27386,"Npas3","protein_coding","12",53294940,54118958
"477","ENSMUSG00000036061",71726,"Smug1","protein_coding","15",103061717,103075519
"478","ENSMUSG00000068114",76457,"Ccdc134","protein_coding","15",82012123,82026404
"479","ENSMUSG00000063904",75221,"Dpp3","protein_coding","19",4957257,4978315
"480","ENSMUSG00000035105",112407,"Egln3","protein_coding","12",54225767,54250646
"481","ENSMUSG00000044408",104725,"Sptssa","protein_coding","12",54692177,54703358
"482","ENSMUSG00000022155",223825,"Mroh2b","protein_coding","15",4928219,4991687
"483","ENSMUSG00000002020",16997,"Ltbp2","protein_coding","12",84829986,84923306
"484","ENSMUSG00000052075",66479,"1700029F12Rik","protein_coding","13",97158372,97170870
"485","ENSMUSG00000024610",16149,"Cd74","protein_coding","18",60936920,60945724
"486","ENSMUSG00000022799",12549,"Arhgap31","protein_coding","16",38418702,38533636
"487","ENSMUSG00000033063",238680,"Cntnap3","protein_coding","13",64883996,65051769
"488","ENSMUSG00000047094",218165,"Ofcc1","protein_coding","13",40155358,40514926
"489","ENSMUSG00000022677",66086,"Cep20","protein_coding","16",14117108,14135269
"490","ENSMUSG00000024277",212307,"Mapre2","protein_coding","18",23885390,24026918
"491","ENSMUSG00000009575",12419,"Cbx5","protein_coding","15",103099971,103148243
"492","ENSMUSG00000022793",56375,"B4galt4","protein_coding","16",38562626,38589411
"493","ENSMUSG00000024812",21873,"Tjp2","protein_coding","19",24071869,24202394
"494","ENSMUSG00000041817",320557,"Fam169a","protein_coding","13",97203794,97267521
"495","ENSMUSG00000079105",109828,"C7","protein_coding","15",5018244,5093222
"496","ENSMUSG00000041849",239319,"Card6","protein_coding","15",5125463,5138021
"497","ENSMUSG00000056223",78124,"Spata31","protein_coding","13",65065220,65071008
"498","ENSMUSG00000041841",67281,"Rpl37","protein_coding","15",5146127,5148622
"499","ENSMUSG00000041841",100502825,"Rpl37","protein_coding","15",5146127,5148622
"500","ENSMUSG00000039903",70967,"Eva1c","protein_coding","16",90623607,90701997
"501","ENSMUSG00000057762",NA,"Gm6169","protein_coding","13",97234716,97235745
"502","ENSMUSG00000050697",105787,"Prkaa1","protein_coding","15",5173343,5211380
"503","ENSMUSG00000074849",238683,"Spata31d1c","protein_coding","13",65180872,65185818
"504","ENSMUSG00000054302",66266,"Eapp","protein_coding","12",54717125,54742682
"505","ENSMUSG00000024276",69256,"Zfp397","protein_coding","18",24087749,24097730
"506","ENSMUSG00000060739",59050,"Nsa2","protein_coding","13",97265932,97274445
"507","ENSMUSG00000063281",22694,"Zfp35","protein_coding","18",24122689,24138433
"508","ENSMUSG00000051469",59057,"Zfp24","protein_coding","18",24142759,24153867
"509","ENSMUSG00000090658",218304,"Prss47","protein_coding","13",65192420,65200574
"510","ENSMUSG00000024901",240518,"Peli3","protein_coding","19",4979745,4993155
"511","ENSMUSG00000022463",20788,"Srebf2","protein_coding","15",82031382,82089580
"512","ENSMUSG00000038212",66631,"Mfsd14b","protein_coding","13",65212477,65260789
"513","ENSMUSG00000047989",225280,"Ino80c","protein_coding","18",24237814,24255010
"514","ENSMUSG00000017843",26931,"Ppp2r5c","protein_coding","12",110413554,110549496
"515","ENSMUSG00000059363",14297,"Fxn","protein_coding","19",24238817,24257969
"516","ENSMUSG00000049436",22268,"Upk1b","protein_coding","16",38593546,38620690
"517","ENSMUSG00000024613",21453,"Tcof1","protein_coding","18",60946827,60982043
"518","ENSMUSG00000022798",74663,"Tex55","protein_coding","16",38632568,38649111
"519","ENSMUSG00000024902",66419,"Mrpl11","protein_coding","19",5012175,5017027
"520","ENSMUSG00000108426",NA,"Olfr465","protein_coding","13",65285903,65293861
"521","ENSMUSG00000049806",258816,"Olfr466","protein_coding","13",65298054,65303966
"522","ENSMUSG00000021359",21418,"Tfap2a","protein_coding","13",40868778,40891852
"523","ENSMUSG00000022972",68001,"Cfap298","protein_coding","16",90722697,90732002
"524","ENSMUSG00000045903",225872,"Npas4","protein_coding","19",5034383,5040344
"525","ENSMUSG00000022369",105837,"Mtbp","protein_coding","15",55420804,55489819
"526","ENSMUSG00000022790",207683,"Igsf11","protein_coding","16",38713033,38847521
"527","ENSMUSG00000024867",18719,"Pip5k1b","protein_coding","19",24272158,24533236
"528","ENSMUSG00000061080",268890,"Lsamp","protein_coding","16",39804723,42002042
"529","ENSMUSG00000032999",97895,"Nlrp4f","protein_coding","13",65324925,65353791
"530","ENSMUSG00000074922",68034,"Fam122a","protein_coding","19",24453866,24454720
"531","ENSMUSG00000048572",226040,"Tmem252","protein_coding","19",24651372,24659597
"532","ENSMUSG00000005656",72183,"Snx6","protein_coding","12",54793134,54842488
"533","ENSMUSG00000041731",226041,"Pgm5","protein_coding","19",24660380,24839219
"534","ENSMUSG00000023088",17250,"Abcc1","protein_coding","16",14179422,14293601
"535","ENSMUSG00000074847",NA,"Gm10775","protein_coding","13",65407353,65408640
"536","ENSMUSG00000021360",14538,"Gcnt2","protein_coding","13",41013230,41114368
"537","ENSMUSG00000058927",NA,"Gm10053","protein_coding","19",24853050,24853995
"538","ENSMUSG00000036412",545260,"Arsi","protein_coding","18",61044852,61051633
"539","ENSMUSG00000051490",14237,"Foxd4","protein_coding","19",24876600,24878561
"540","ENSMUSG00000000420",14423,"Galnt1","protein_coding","18",24338401,24419875
"541","ENSMUSG00000049134",18175,"Nrap","protein_coding","19",56308467,56378469
"542","ENSMUSG00000042350",68497,"Arel1","protein_coding","12",84964922,85017674
"543","ENSMUSG00000096883",435145,"Shisa8","protein_coding","15",82090369,82097016
"544","ENSMUSG00000060429",20649,"Sntb1","protein_coding","15",55499784,55770345
"545","ENSMUSG00000021514",170936,"Zfp369","protein_coding","13",65426628,65452035
"546","ENSMUSG00000022151",67515,"Ttc33","protein_coding","15",5215006,5247817
"547","ENSMUSG00000024273",68046,"2700062C07Rik","protein_coding","18",24603907,24610855
